NAME	TITLE	SCORE	
IGHV4-61	immunoglobulin heavy variable 4-61 [Source:HGNC Symbol;Acc:HGNC:5655]	1.7152196	
IGHV4-31	immunoglobulin heavy variable 4-31 [Source:HGNC Symbol;Acc:HGNC:5649]	1.7152196	
IGHV4-34	immunoglobulin heavy variable 4-34 [Source:HGNC Symbol;Acc:HGNC:5650]	1.7152196	
IGHV4-39	immunoglobulin heavy variable 4-39 [Source:HGNC Symbol;Acc:HGNC:5651]	1.7152196	
IGHV4-28	immunoglobulin heavy variable 4-28 [Source:HGNC Symbol;Acc:HGNC:5645]	1.7152196	
IGHV4OR15-8	immunoglobulin heavy variable 4/OR15-8 (non-functional) [Source:HGNC Symbol;Acc:HGNC:5658]	1.7152196	
IGHV2-26	immunoglobulin heavy variable 2-26 [Source:HGNC Symbol;Acc:HGNC:5575]	1.7152196	
IGHV6-1	immunoglobulin heavy variable 6-1 [Source:HGNC Symbol;Acc:HGNC:5662]	1.7152196	
IGHV2-70	immunoglobulin heavy variable 2-70 [Source:HGNC Symbol;Acc:HGNC:5577]	1.7152196	
IGHV2-5	immunoglobulin heavy variable 2-5 [Source:HGNC Symbol;Acc:HGNC:5576]	1.7152196	
CYB561D1	cytochrome b561 family member D1 [Source:HGNC Symbol;Acc:HGNC:26804]	1.69348	
TYW3	tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757]	1.6487013	
PPAN	peter pan homolog [Source:HGNC Symbol;Acc:HGNC:9227]	1.623515	
PHAF1	phagosome assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:29564]	1.6198561	
UTP15	UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]	1.6186111	
DDX18	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	1.6124252	
FOSL1	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]	1.6009183	
CENPV	centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]	1.5992236	
CENPVL1	centromere protein V like 1 [Source:HGNC Symbol;Acc:HGNC:31851]	1.5992236	
CENPVL2	centromere protein V like 2 [Source:HGNC Symbol;Acc:HGNC:43879]	1.5992236	
CENPVL3	centromere protein V like 3 [Source:HGNC Symbol;Acc:HGNC:43880]	1.5992236	
CUL1	cullin 1 [Source:HGNC Symbol;Acc:HGNC:2551]	1.5988402	
ALS2	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]	1.5958998	
PTPN4	protein tyrosine phosphatase non-receptor type 4 [Source:HGNC Symbol;Acc:HGNC:9656]	1.59565	
PPRC1	PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]	1.5949515	
LIN52	lin-52 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:19856]	1.5685438	
DNAJB9	DnaJ heat shock protein family (Hsp40) member B9 [Source:HGNC Symbol;Acc:HGNC:6968]	1.5663358	
RANGAP1	Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]	1.5612191	
RIOK2	RIO kinase 2 [Source:HGNC Symbol;Acc:HGNC:18999]	1.5564334	
RIOX1	ribosomal oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:20968]	1.5391725	
PGPEP1L	pyroglutamyl-peptidase I like [Source:HGNC Symbol;Acc:HGNC:27080]	1.5365459	
NLE1	notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]	1.5321642	
DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]	1.5146918	
ZNF511	zinc finger protein 511 [Source:HGNC Symbol;Acc:HGNC:28445]	1.5118432	
MKRN1	makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]	1.5090891	
MKRN3	makorin ring finger protein 3 [Source:HGNC Symbol;Acc:HGNC:7114]	1.5090891	
DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013]	1.4971813	
SGSM1	small G protein signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:29410]	1.4966122	
UTP4	UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]	1.4955018	
POLR1G	RNA polymerase I subunit G [Source:HGNC Symbol;Acc:HGNC:24219]	1.4946854	
TRIM54	tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]	1.4863093	
PSMC2	proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]	1.4841913	
DEDD	death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]	1.4759723	
RRP12	ribosomal RNA processing 12 homolog [Source:HGNC Symbol;Acc:HGNC:29100]	1.4711605	
ZFAND1	zinc finger AN1-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25858]	1.4654441	
LENG9	leukocyte receptor cluster member 9 [Source:HGNC Symbol;Acc:HGNC:16306]	1.4630824	
PZP	PZP alpha-2-macroglobulin like [Source:HGNC Symbol;Acc:HGNC:9750]	1.4580474	
A2ML1	alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]	1.4580474	
ZCCHC9	zinc finger CCHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:25424]	1.4579245	
TDP2	tyrosyl-DNA phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:17768]	1.4322596	
USP14	ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]	1.4287213	
SLC25A29	solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]	1.4257796	
TBC1D15	TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]	1.422478	
SPNS1	sphingolipid transporter 1 (putative) [Source:HGNC Symbol;Acc:HGNC:30621]	1.4171525	
NAT10	N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]	1.3962138	
SOCS4	suppressor of cytokine signaling 4 [Source:HGNC Symbol;Acc:HGNC:19392]	1.3931434	
SOCS5	suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:HGNC:16852]	1.3931434	
MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]	1.392087	
IL13RA2	interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]	1.3920437	
PDCD11	programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]	1.3919672	
TPP2	tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016]	1.385964	
PHLDA3	pleckstrin homology like domain family A member 3 [Source:HGNC Symbol;Acc:HGNC:8934]	1.3845558	
HYI	hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]	1.3796356	
URGCP	upregulator of cell proliferation [Source:HGNC Symbol;Acc:HGNC:30890]	1.3787434	
SPSB3	splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629]	1.3782312	
GNL3	G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]	1.3725234	
CTU2	cytosolic thiouridylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:28005]	1.3562785	
PUS7	pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]	1.3557719	
GLS2	glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]	1.3553461	
HSPB9	heat shock protein family B (small) member 9 [Source:HGNC Symbol;Acc:HGNC:30589]	1.3514682	
UTP3	UTP3 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]	1.3507483	
PTRH2	peptidyl-tRNA hydrolase 2 [Source:HGNC Symbol;Acc:HGNC:24265]	1.3467839	
PGPEP1	pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]	1.3427553	
PSMC4	proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]	1.337932	
CASP9	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]	1.3362525	
EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]	1.3331336	
MAN2B2	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]	1.3329877	
NPEPPS	aminopeptidase puromycin sensitive [Source:HGNC Symbol;Acc:HGNC:7900]	1.3321759	
SMPDL3A	sphingomyelin phosphodiesterase acid like 3A [Source:HGNC Symbol;Acc:HGNC:17389]	1.326612	
EXOSC8	exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035]	1.3242964	
ACOT11	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]	1.3236166	
PSMC6	proteasome 26S subunit, ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9553]	1.3195419	
PWP1	PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]	1.3166964	
MND1	meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]	1.3163835	
PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]	1.3102144	
VPS37A	VPS37A subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:24928]	1.3023144	
PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]	1.3014237	
PALLD	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]	1.3008528	
FCHO1	FCH and mu domain containing endocytic adaptor 1 [Source:HGNC Symbol;Acc:HGNC:29002]	1.2951933	
UBL7	ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]	1.2931645	
PNLIP	pancreatic lipase [Source:HGNC Symbol;Acc:HGNC:9155]	1.2928544	
LIPI	lipase I [Source:HGNC Symbol;Acc:HGNC:18821]	1.2928544	
PNLIPRP3	pancreatic lipase related protein 3 [Source:HGNC Symbol;Acc:HGNC:23492]	1.2928544	
LPL	lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]	1.2877618	
CEP63	centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]	1.2862406	
CCDC59	coiled-coil domain containing 59 [Source:HGNC Symbol;Acc:HGNC:25005]	1.2819741	
PUM3	pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]	1.2812299	
NUP42	nucleoporin 42 [Source:HGNC Symbol;Acc:HGNC:17010]	1.2800307	
CDV3	CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]	1.2776175	
PELI3	pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]	1.2775588	
PLAA	phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]	1.2730336	
HELZ2	helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]	1.2720774	
RNF25	ring finger protein 25 [Source:HGNC Symbol;Acc:HGNC:14662]	1.2668548	
CTSS	cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]	1.2626804	
ATG4B	autophagy related 4B cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:20790]	1.2615802	
FAM241A	family with sequence similarity 241 member A [Source:HGNC Symbol;Acc:HGNC:26813]	1.2597883	
TIFA	TRAF interacting protein with forkhead associated domain [Source:HGNC Symbol;Acc:HGNC:19075]	1.2594984	
DUS2	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]	1.2544688	
ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:25527]	1.2514504	
SSH2	slingshot protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:30580]	1.2514076	
ANKIB1	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]	1.2514037	
RPF2	ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]	1.2504953	
CBX7	chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]	1.2501949	
PSMC3	proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]	1.245971	
PPP2R3C	protein phosphatase 2 regulatory subunit B''gamma [Source:HGNC Symbol;Acc:HGNC:17485]	1.2448789	
DHTKD1	dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]	1.2448548	
LXN	latexin [Source:HGNC Symbol;Acc:HGNC:13347]	1.2431315	
BUD23	BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]	1.2430701	
IMP4	IMP U3 small nucleolar ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:30856]	1.24206	
AK6	adenylate kinase 6 [Source:HGNC Symbol;Acc:HGNC:49151]	1.2401453	
DDX10	DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]	1.2377248	
TRAPPC12	trafficking protein particle complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:24284]	1.2331188	
NOL12	nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]	1.229369	
DPH2	diphthamide biosynthesis 2 [Source:HGNC Symbol;Acc:HGNC:3004]	1.2288615	
MAK16	MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]	1.2276763	
EIF2B4	eukaryotic translation initiation factor 2B subunit delta [Source:HGNC Symbol;Acc:HGNC:3260]	1.2265685	
FBXL4	F-box and leucine rich repeat protein 4 [Source:HGNC Symbol;Acc:HGNC:13601]	1.2265229	
WDR46	WD repeat domain 46 [Source:HGNC Symbol;Acc:HGNC:13923]	1.2224679	
WDR55	WD repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25971]	1.2217183	
PSMD12	proteasome 26S subunit, non-ATPase 12 [Source:HGNC Symbol;Acc:HGNC:9557]	1.215578	
WDR53	WD repeat domain 53 [Source:HGNC Symbol;Acc:HGNC:28786]	1.2140064	
MUTYH	mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]	1.211493	
TRIB3	tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:16228]	1.209523	
MOSPD1	motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]	1.2093899	
UBALD1	UBA like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29576]	1.2086746	
ARL8B	ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]	1.2035562	
MINDY1	MINDY lysine 48 deubiquitinase 1 [Source:HGNC Symbol;Acc:HGNC:25648]	1.2011076	
MAP3K8	mitogen-activated protein kinase kinase kinase 8 [Source:HGNC Symbol;Acc:HGNC:6860]	1.2005088	
OXNAD1	oxidoreductase NAD binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25128]	1.1962814	
BLMH	bleomycin hydrolase [Source:HGNC Symbol;Acc:HGNC:1059]	1.1943129	
FBXO25	F-box protein 25 [Source:HGNC Symbol;Acc:HGNC:13596]	1.1936884	
WDR43	WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]	1.1900345	
OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	1.1884911	
MOB3C	MOB kinase activator 3C [Source:HGNC Symbol;Acc:HGNC:29800]	1.1881608	
TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]	1.1867008	
PSMD14	proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]	1.1855923	
PSMA5	proteasome 20S subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:9534]	1.1840538	
BMS1	BMS1 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:23505]	1.1804906	
USP8	ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]	1.1800828	
SLX9	SLX9 ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15811]	1.1786473	
WASH6P	WASP family homolog 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]	1.1781712	
WASHC1	WASH complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24361]	1.1781712	
HARS1	histidyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:4816]	1.176966	
HARS2	histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]	1.176966	
AATF	apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]	1.1763052	
UBE4B	ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]	1.17155	
PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]	1.1706123	
DDX56	DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]	1.1696081	
RRP9	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16829]	1.164224	
POLR1E	RNA polymerase I subunit E [Source:HGNC Symbol;Acc:HGNC:17631]	1.163684	
CDC123	cell division cycle 123 [Source:HGNC Symbol;Acc:HGNC:16827]	1.1598345	
DSTYK	dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]	1.1588066	
NSUN5	NOP2/Sun RNA methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:16385]	1.1569897	
RASSF1	Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]	1.1563735	
TMC6	transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]	1.1558602	
PSMD3	proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]	1.1551203	
OSER1	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]	1.1550066	
WT1	WT1 transcription factor [Source:HGNC Symbol;Acc:HGNC:12796]	1.152591	
HECTD1	HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]	1.1525561	
TRIM55	tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]	1.1509428	
MYSM1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	1.150619	
KLHL41	kelch like family member 41 [Source:HGNC Symbol;Acc:HGNC:16905]	1.1494517	
METTL2B	methyltransferase 2B, methylcytidine [Source:HGNC Symbol;Acc:HGNC:18272]	1.1491336	
METTL2A	methyltransferase 2A, methylcytidine [Source:HGNC Symbol;Acc:HGNC:25755]	1.1491336	
CTPS1	CTP synthase 1 [Source:HGNC Symbol;Acc:HGNC:2519]	1.1487389	
DPH6	diphthamine biosynthesis 6 [Source:HGNC Symbol;Acc:HGNC:30543]	1.1464922	
MAP2K1	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]	1.1440712	
IPO5	importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]	1.143071	
EBNA1BP2	EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531]	1.1380413	
ENAH	ENAH actin regulator [Source:HGNC Symbol;Acc:HGNC:18271]	1.1377585	
PSMD1	proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]	1.1371198	
PSMC5	proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]	1.1366681	
FBXO38	F-box protein 38 [Source:HGNC Symbol;Acc:HGNC:28844]	1.1356425	
WDR75	WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]	1.1356176	
STAM	signal transducing adaptor molecule [Source:HGNC Symbol;Acc:HGNC:11357]	1.134982	
RRP8	ribosomal RNA processing 8 [Source:HGNC Symbol;Acc:HGNC:29030]	1.1349767	
PSMD13	proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]	1.1325828	
CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:16850]	1.1316354	
UBE3A	ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]	1.1303009	
PINX1	PIN2 (TERF1) interacting telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]	1.129449	
MTERF3	mitochondrial transcription termination factor 3 [Source:HGNC Symbol;Acc:HGNC:24258]	1.1287264	
RNF121	ring finger protein 121 [Source:HGNC Symbol;Acc:HGNC:21070]	1.1281838	
PSMB9	proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	1.1277789	
RHPN1	rhophilin Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19973]	1.1273019	
RLBP1	retinaldehyde binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10024]	1.1242839	
NOC3L	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]	1.1223584	
AUP1	AUP1 lipid droplet regulating VLDL assembly factor [Source:HGNC Symbol;Acc:HGNC:891]	1.1223339	
NRAP	nebulin related anchoring protein [Source:HGNC Symbol;Acc:HGNC:7988]	1.1203549	
VCP	valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]	1.1193112	
DNAJA1	DnaJ heat shock protein family (Hsp40) member A1 [Source:HGNC Symbol;Acc:HGNC:5229]	1.1179862	
HBS1L	HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]	1.1135565	
POLR1B	RNA polymerase I subunit B [Source:HGNC Symbol;Acc:HGNC:20454]	1.1128522	
DPEP2	dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:23028]	1.1110647	
ESS2	ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817]	1.1091985	
ARRDC1	arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]	1.1082942	
NUDT18	nudix hydrolase 18 [Source:HGNC Symbol;Acc:HGNC:26194]	1.1046693	
WDR45	WD repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:28912]	1.1045036	
MSTO1	misato mitochondrial distribution and morphology regulator 1 [Source:HGNC Symbol;Acc:HGNC:29678]	1.1040393	
TSC1	TSC complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:12362]	1.0986036	
TSPAN31	tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539]	1.097008	
LRRC58	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]	1.0959255	
RAB43	RAB43, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:19983]	1.0955532	
ABCF3	ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]	1.0937548	
NPM1	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]	1.0927761	
C16orf72	chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]	1.0903484	
TSR1	TSR1 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]	1.0897588	
DDX21	DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]	1.0876982	
TAF1C	TATA-box binding protein associated factor, RNA polymerase I subunit C [Source:HGNC Symbol;Acc:HGNC:11534]	1.0862837	
